Loading data...
{'sympathy_and_emotional_support': 0, 'not_related_or_irrelevant': 1, 'infrastructure_and_utilities_damage': 2, 'other_useful_information': 3, 'injured_or_dead_people': 4, 'caution_and_advice': 5, 'displaced_people_and_evacuations': 6, 'donation_needs_or_offers_or_volunteering_services': 7, 'missing_trapped_or_found_people': 8}
Max Document length: 2407
Vocabulary Size: 1
Train/Dev split: 9226/1025
Writing to /home/ubuntu/Project/runs/1550605378

2019-02-19T19:43:00.992332: step 1, loss 11.988, accuracy 0.0625, precision [0.0, 0.25, nan, 0.0, 0.0, nan, 0.0, 0.0, nan], recall [0.0, 0.125, nan, 0.0, 0.0, nan, 0.0, nan, nan]
2019-02-19T19:46:20.686035: step 1238, loss 1.47306, accuracy 0.5, precision [0.5, 0.25, nan, 1.0, 0.8, nan, nan, 0.0, 0.0], recall [0.5, 0.5, nan, 0.25, 1.0, nan, nan, nan, nan]
2019-02-19T19:46:20.833219: step 1239, loss 1.48079, accuracy 0.375, precision [0.3333333333333333, 0.0, 0.0, 0.75, 0.0, 0.0, nan, 0.6666666666666666, nan], recall [1.0, 0.0, nan, 0.3333333333333333, 0.0, nan, nan, 1.0, nan]
2019-02-19T19:46:20.980091: step 1240, loss 1.34361, accuracy 0.4375, precision [0.3333333333333333, 0.5, 1.0, 0.6666666666666666, 1.0, 0.0, nan, 0.0, nan], recall [0.5, 1.0, 1.0, 0.25, 0.5, nan, nan, 0.0, nan]
2019-02-19T19:46:21.129001: step 1241, loss 1.61541, accuracy 0.375, precision [0.0, 0.5, 0.0, 0.8, 0.25, nan, nan, 0.0, nan], recall [nan, 0.5, nan, 0.3076923076923077, 1.0, nan, nan, nan, nan]
2019-02-19T19:46:21.275871: step 1242, loss 1.55683, accuracy 0.4375, precision [0.0, 0.6666666666666666, nan, 0.5714285714285714, 0.5, 0.0, 0.0, 0.0, nan], recall [0.0, 0.6666666666666666, nan, 0.6666666666666666, 0.2, nan, nan, nan, nan]
2019-02-19T19:46:21.418893: step 1243, loss 1.88889, accuracy 0.375, precision [0.0, 0.0, nan, 1.0, 0.5, nan, 0.0, 0.25, nan], recall [0.0, 0.0, nan, 0.3333333333333333, 1.0, nan, nan, 1.0, nan]
2019-02-19T19:46:21.570543: step 1244, loss 1.3624, accuracy 0.5, precision [1.0, 0.2, nan, 0.6666666666666666, 0.6666666666666666, nan, nan, 0.0, nan], recall [0.5, 0.5, nan, 0.5714285714285714, 0.5, nan, nan, 0.0, nan]
2019-02-19T19:46:21.720593: step 1245, loss 1.59288, accuracy 0.4375, precision [0.5, 0.25, nan, 0.6, 1.0, 0.0, 0.0, 0.5, nan], recall [0.3333333333333333, 0.5, nan, 0.375, 1.0, nan, nan, 0.5, nan]
2019-02-19T19:46:21.873914: step 1246, loss 1.42187, accuracy 0.4375, precision [0.0, 0.0, 0.0, 0.8333333333333334, 1.0, nan, 0.0, 0.5, nan], recall [nan, 0.0, 0.0, 0.45454545454545453, 0.5, nan, nan, 1.0, nan]
2019-02-19T19:46:22.024100: step 1247, loss 1.86931, accuracy 0.375, precision [0.3333333333333333, 0.3333333333333333, 0.0, 0.6, 1.0, nan, 0.0, 0.0, nan], recall [0.5, 0.5, 0.0, 0.3, 1.0, nan, nan, nan, nan]
2019-02-19T19:46:22.174191: step 1248, loss 1.85593, accuracy 0.5, precision [0.0, 0.0, nan, 1.0, 0.4, nan, nan, nan, 0.0], recall [nan, nan, nan, 0.5, 0.6666666666666666, nan, nan, 0.0, nan]
2019-02-19T19:46:22.324861: step 1249, loss 1.59712, accuracy 0.375, precision [nan, 0.6666666666666666, 0.0, 1.0, 0.0, 0.0, nan, 0.0, nan], recall [nan, 1.0, nan, 0.18181818181818182, nan, nan, nan, 0.0, nan]
2019-02-19T19:46:22.482441: step 1250, loss 1.41835, accuracy 0.5, precision [1.0, 0.3333333333333333, nan, 0.7142857142857143, nan, nan, nan, 0.0, 0.0], recall [0.5, 0.5, nan, 0.625, 0.0, nan, nan, 0.0, nan]

Evaluation:
[[ 19  26   0  41   0   0   0   0   0]
 [  6  70   0  83   2   0   0   3   0]
 [  0   3   0  87   1   0   0   0   0]
 [  1  29   0 271   2   0   0   1   0]
 [  1   1   0 113  56   0   0   0   0]
 [  0   3   0  45   2   0   0   1   0]
 [  0   1   0  24   0   0   0   1   0]
 [  3   5   0  62   1   0   0  36   0]
 [  1   3   0  20   1   0   0   0   0]]
2019-02-19T19:46:24.909893: step 1250, loss 1.61792, accuracy 0.440976, precision [0.22093023255813954, 0.4268292682926829, 0.0, 0.8914473684210527, 0.32748538011695905, 0.0, 0.0, 0.3364485981308411, 0.0], recall [0.6129032258064516, 0.49645390070921985, nan, 0.3632707774798928, 0.8615384615384616, nan, nan, 0.8571428571428571, nan]

Saved model checkpoint to /home/ubuntu/Project/runs/1550605378/checkpoints/model-1250

2019-02-19T19:46:25.142254: step 1251, loss 1.42537, accuracy 0.4375, precision [0.5, 1.0, 0.0, 0.6666666666666666, 0.3333333333333333, nan, nan, 1.0, 0.0], recall [1.0, 0.5, nan, 0.2222222222222222, 0.6666666666666666, nan, nan, 1.0, nan]
2019-02-19T19:46:25.293222: step 1252, loss 1.19638, accuracy 0.5625, precision [nan, 0.5714285714285714, 0.0, 1.0, 0.0, nan, nan, nan, 0.0], recall [0.0, 1.0, nan, 0.5555555555555556, 0.0, nan, nan, nan, nan]
2019-02-19T19:46:25.442595: step 1253, loss 1.5546, accuracy 0.4375, precision [nan, 0.3333333333333333, 0.0, 0.8571428571428571, 0.0, 0.0, nan, 0.0, nan], recall [nan, 1.0, 0.0, 0.42857142857142855, nan, nan, nan, nan, nan]
2019-02-19T19:46:25.586439: step 1254, loss 1.45345, accuracy 0.4375, precision [0.0, 0.0, 0.0, 0.625, 0.6666666666666666, nan, nan, 0.0, nan], recall [nan, 0.0, nan, 0.5, 0.5, nan, nan, 0.0, nan]
2019-02-19T19:46:25.734417: step 1255, loss 1.86033, accuracy 0.3125, precision [0.5, 0.3333333333333333, 0.0, 0.75, 0.0, nan, nan, 0.0, 0.0], recall [1.0, 0.3333333333333333, nan, 0.25, nan, nan, nan, nan, nan]
2019-02-19T19:46:25.885883: step 1256, loss 1.4776, accuracy 0.5, precision [0.0, 0.0, 0.0, 0.75, 0.5, 0.0, nan, 1.0, nan], recall [nan, 0.0, nan, 0.6, 1.0, nan, nan, 1.0, nan]
2019-02-19T19:46:26.032694: step 1257, loss 2.04246, accuracy 0.25, precision [0.0, 0.3333333333333333, 0.0, 0.75, 0.0, 0.0, nan, nan, nan], recall [nan, 0.3333333333333333, nan, 0.2727272727272727, nan, nan, nan, 0.0, nan]
2019-02-19T19:46:26.182477: step 1258, loss 1.80143, accuracy 0.4375, precision [0.0, 0.5, 0.0, 1.0, 1.0, 0.0, nan, 0.0, nan], recall [nan, 0.5, 0.0, 0.45454545454545453, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:46:26.329359: step 1259, loss 1.55586, accuracy 0.5625, precision [1.0, 0.0, 0.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0], recall [1.0, nan, nan, 0.5384615384615384, 0.5, nan, nan, nan, nan]
2019-02-19T19:46:26.475298: step 1260, loss 1.8189, accuracy 0.5625, precision [nan, 0.5, 0.0, 0.8888888888888888, 0.0, 0.0, nan, nan, 0.0], recall [nan, 0.3333333333333333, nan, 0.8, 0.0, nan, nan, nan, nan]
2019-02-19T19:46:26.626662: step 1261, loss 1.51563, accuracy 0.4375, precision [0.0, 1.0, nan, 0.8, 0.5, 0.0, nan, 0.0, nan], recall [nan, 0.4, 0.0, 0.5, 0.5, nan, nan, nan, nan]
2019-02-19T19:46:26.772206: step 1262, loss 1.66824, accuracy 0.4375, precision [0.0, 0.3333333333333333, nan, 0.75, 0.3333333333333333, nan, nan, 0.6666666666666666, nan], recall [nan, 1.0, nan, 0.3, 0.5, nan, nan, 0.6666666666666666, nan]
2019-02-19T19:46:26.923628: step 1263, loss 1.69451, accuracy 0.375, precision [nan, 0.4, 0.0, 1.0, 0.5, nan, nan, 0.0, 0.0], recall [nan, 1.0, 0.0, 0.3, 0.5, nan, nan, 0.0, nan]
2019-02-19T19:46:27.076474: step 1264, loss 1.2491, accuracy 0.625, precision [nan, 0.6666666666666666, nan, 0.7142857142857143, 0.5, nan, nan, 0.5, nan], recall [0.0, 1.0, nan, 0.5555555555555556, 0.6666666666666666, nan, nan, 1.0, nan]
2019-02-19T19:46:27.225737: step 1265, loss 1.69557, accuracy 0.3125, precision [0.0, 1.0, nan, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, nan], recall [0.0, 0.5, 0.0, 0.4, 0.0, nan, nan, nan, nan]
2019-02-19T19:46:27.377150: step 1266, loss 1.65967, accuracy 0.375, precision [0.0, 0.5, 0.0, 0.75, 0.5, 0.0, nan, 0.0, nan], recall [nan, 1.0, 0.0, 0.25, 1.0, nan, nan, nan, nan]
2019-02-19T19:46:27.525633: step 1267, loss 1.95117, accuracy 0.3125, precision [0.3333333333333333, 0.0, nan, 0.6, nan, nan, 0.0, 0.0, 0.0], recall [0.6666666666666666, 0.0, nan, 0.3333333333333333, 0.0, nan, nan, nan, nan]
2019-02-19T19:46:27.675706: step 1268, loss 2.17161, accuracy 0.375, precision [0.0, nan, 0.0, 1.0, 0.6666666666666666, 0.0, nan, 0.5, 0.0], recall [0.0, 0.0, nan, 0.3, 1.0, nan, nan, 1.0, nan]
2019-02-19T19:46:27.826954: step 1269, loss 1.35918, accuracy 0.5625, precision [0.3333333333333333, 0.5, nan, 0.75, 1.0, 0.0, 0.0, 0.6666666666666666, nan], recall [1.0, 0.3333333333333333, 0.0, 0.6, 0.5, nan, nan, 1.0, nan]
2019-02-19T19:46:27.975825: step 1270, loss 2.01986, accuracy 0.3125, precision [nan, 0.0, 0.0, 0.6, 0.6666666666666666, nan, nan, 0.0, 0.0], recall [0.0, 0.0, 0.0, 0.375, 0.4, nan, nan, nan, nan]
2019-02-19T19:46:28.122893: step 1271, loss 1.7755, accuracy 0.25, precision [0.5, 0.0, nan, 0.6, 0.0, 0.0, nan, 0.0, 0.0], recall [0.25, nan, nan, 0.3, 0.0, nan, nan, nan, nan]
2019-02-19T19:46:28.274633: step 1272, loss 1.84238, accuracy 0.3125, precision [0.0, 0.0, 0.5, 0.8, 0.0, nan, 0.0, 0.0, nan], recall [nan, nan, 1.0, 0.4444444444444444, 0.0, 0.0, 0.0, 0.0, nan]
2019-02-19T19:46:28.421876: step 1273, loss 1.85172, accuracy 0.375, precision [0.0, 0.0, 0.0, 0.625, nan, nan, nan, 1.0, nan], recall [nan, nan, 0.0, 0.5555555555555556, 0.0, 0.0, nan, 0.5, nan]
2019-02-19T19:46:28.570318: step 1274, loss 1.43731, accuracy 0.5, precision [nan, 1.0, 1.0, 0.7142857142857143, 0.0, nan, 0.0, 0.0, nan], recall [nan, 1.0, 0.5, 0.45454545454545453, 0.0, nan, nan, nan, nan]
2019-02-19T19:46:28.719782: step 1275, loss 1.87643, accuracy 0.375, precision [0.5, 0.0, 0.0, 1.0, 0.4, nan, 0.0, 1.0, nan], recall [1.0, nan, nan, 0.16666666666666666, 1.0, nan, nan, 1.0, nan]
2019-02-19T19:46:28.870459: step 1276, loss 1.5748, accuracy 0.5, precision [1.0, 0.2857142857142857, 0.0, 1.0, nan, 0.0, 0.0, nan, 1.0], recall [1.0, 1.0, nan, 0.3333333333333333, nan, nan, nan, nan, 1.0]
2019-02-19T19:46:29.021215: step 1277, loss 1.52977, accuracy 0.5, precision [0.0, 0.3333333333333333, 0.3333333333333333, 1.0, 0.5, 0.0, nan, 0.0, nan], recall [nan, 1.0, 1.0, 0.4166666666666667, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:46:29.167069: step 1278, loss 1.96289, accuracy 0.4375, precision [1.0, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, nan, nan, 0.0, nan], recall [0.2857142857142857, nan, nan, 0.5714285714285714, 1.0, 0.0, nan, nan, nan]
2019-02-19T19:46:29.319448: step 1279, loss 1.39238, accuracy 0.5, precision [1.0, 0.0, nan, 0.5714285714285714, 1.0, 0.0, 0.0, nan, nan], recall [0.2, nan, 0.0, 0.6666666666666666, 1.0, nan, nan, nan, 0.0]
2019-02-19T19:46:29.467227: step 1280, loss 1.54222, accuracy 0.5, precision [0.5, 0.0, nan, 1.0, 0.6666666666666666, 0.0, nan, 0.0, 0.0], recall [0.6666666666666666, nan, nan, 0.4, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:46:29.612769: step 1281, loss 1.57709, accuracy 0.5, precision [0.3333333333333333, 0.3333333333333333, 0.0, 1.0, 0.0, nan, nan, 0.0, nan], recall [0.5, 0.5, nan, 0.5454545454545454, 0.0, nan, nan, nan, nan]
2019-02-19T19:46:29.760123: step 1282, loss 1.79718, accuracy 0.5, precision [0.0, 1.0, 0.0, 0.8333333333333334, 0.6666666666666666, 0.0, nan, 0.0, nan], recall [nan, 1.0, nan, 0.5, 0.5, nan, nan, 0.0, nan]
2019-02-19T19:46:29.909376: step 1283, loss 1.27261, accuracy 0.625, precision [0.5, 0.6666666666666666, 0.0, 1.0, 1.0, 0.0, nan, 0.0, nan], recall [0.5, 0.6666666666666666, nan, 0.6, 1.0, nan, nan, nan, nan]
2019-02-19T19:46:30.059704: step 1284, loss 1.64938, accuracy 0.3125, precision [0.0, 0.5, 0.3333333333333333, 1.0, 0.25, nan, nan, 0.0, nan], recall [nan, 1.0, 1.0, 0.08333333333333333, 1.0, nan, nan, nan, nan]
2019-02-19T19:46:30.218121: step 1285, loss 1.86586, accuracy 0.25, precision [0.0, 1.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, nan], recall [nan, 0.6, nan, 0.1111111111111111, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:46:30.367918: step 1286, loss 1.29024, accuracy 0.625, precision [0.6666666666666666, nan, 0.5, 0.75, 0.6666666666666666, 0.0, nan, 0.6666666666666666, nan], recall [1.0, 0.0, 1.0, 0.42857142857142855, 0.6666666666666666, nan, nan, 1.0, nan]
2019-02-19T19:46:30.514382: step 1287, loss 1.71236, accuracy 0.5, precision [0.0, 0.6666666666666666, nan, 0.7142857142857143, 0.5, 0.0, 0.0, nan, nan], recall [nan, 1.0, nan, 0.5555555555555556, 0.2, nan, nan, nan, nan]
2019-02-19T19:46:30.659929: step 1288, loss 1.57325, accuracy 0.4375, precision [1.0, 1.0, 0.0, 0.5, 0.5, 0.0, nan, 0.3333333333333333, nan], recall [0.5, 0.5, nan, 0.375, 1.0, nan, nan, 1.0, 0.0]
2019-02-19T19:46:30.808229: step 1289, loss 1.4782, accuracy 0.5625, precision [0.25, 1.0, 0.0, 0.6666666666666666, 0.8, nan, nan, 0.5, nan], recall [1.0, 0.5, nan, 0.3333333333333333, 0.8, nan, nan, 0.5, nan]
2019-02-19T19:46:30.957839: step 1290, loss 2.1939, accuracy 0.4375, precision [1.0, 0.0, nan, 0.8, 0.5, 0.0, 0.0, 0.0, 0.0], recall [1.0, 0.0, 0.0, 0.4, 0.5, nan, nan, nan, nan]
2019-02-19T19:46:31.106751: step 1291, loss 1.95183, accuracy 0.25, precision [0.0, 0.0, 0.0, 0.6666666666666666, 0.0, nan, 0.0, 0.0, 0.0], recall [nan, nan, 0.0, 0.3076923076923077, 0.0, nan, nan, nan, nan]
2019-02-19T19:46:31.255903: step 1292, loss 1.66858, accuracy 0.5625, precision [0.0, 1.0, 0.0, 1.0, 0.6666666666666666, 0.0, 0.0, 0.0, nan], recall [nan, 1.0, nan, 0.5, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:46:31.408372: step 1293, loss 1.60969, accuracy 0.4375, precision [0.0, 0.0, 0.0, 1.0, 1.0, nan, 0.0, 1.0, nan], recall [nan, nan, nan, 0.38461538461538464, 0.5, nan, nan, 1.0, nan]
2019-02-19T19:46:31.555852: step 1294, loss 1.58424, accuracy 0.375, precision [nan, 0.25, nan, 0.6, 0.5, 0.0, nan, 0.0, nan], recall [0.0, 1.0, nan, 0.3, 0.6666666666666666, nan, nan, 0.0, nan]
2019-02-19T19:46:31.705218: step 1295, loss 1.98515, accuracy 0.4375, precision [nan, 0.5, 0.0, 0.7142857142857143, 0.3333333333333333, 0.0, 0.0, nan, nan], recall [nan, 0.5, nan, 0.4166666666666667, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:46:31.853509: step 1296, loss 1.66101, accuracy 0.375, precision [nan, 0.0, 0.2, 0.75, 0.5, nan, 0.0, nan, nan], recall [0.0, 0.0, 1.0, 0.375, 0.5, nan, nan, nan, nan]
2019-02-19T19:46:32.000889: step 1297, loss 1.44964, accuracy 0.5625, precision [nan, 0.5, 0.0, 0.8, 0.6666666666666666, nan, 0.0, 0.5, nan], recall [nan, 1.0, nan, 0.4444444444444444, 0.6666666666666666, nan, nan, 0.6666666666666666, nan]
2019-02-19T19:46:32.154341: step 1298, loss 1.74082, accuracy 0.4375, precision [0.5, 0.6666666666666666, 0.0, 0.6, nan, 0.0, 0.0, 0.5, nan], recall [1.0, 0.6666666666666666, nan, 0.42857142857142855, 0.0, nan, nan, 0.3333333333333333, nan]
2019-02-19T19:46:32.303166: step 1299, loss 1.83006, accuracy 0.3125, precision [0.0, 1.0, 0.0, 0.5714285714285714, nan, 0.0, 0.0, 0.0, nan], recall [nan, 0.3333333333333333, nan, 0.36363636363636365, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:46:32.449345: step 1300, loss 1.81245, accuracy 0.4375, precision [nan, 0.3333333333333333, 0.0, 0.8333333333333334, 0.0, 0.0, nan, 0.5, nan], recall [0.0, 1.0, nan, 0.4166666666666667, 0.0, nan, nan, 1.0, nan]
2019-02-19T19:46:32.601509: step 1301, loss 1.91386, accuracy 0.4375, precision [0.0, 0.3333333333333333, 0.0, 1.0, 0.6666666666666666, nan, 0.0, 0.0, nan], recall [0.0, 0.5, nan, 0.5, 0.6666666666666666, nan, nan, 0.0, nan]
2019-02-19T19:46:32.748559: step 1302, loss 1.31544, accuracy 0.5625, precision [1.0, 0.5, 0.0, 0.6666666666666666, 0.6666666666666666, nan, 0.0, nan, nan], recall [1.0, 1.0, nan, 0.25, 0.8, nan, nan, nan, nan]
2019-02-19T19:46:32.896920: step 1303, loss 1.9113, accuracy 0.375, precision [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, nan, 0.0, nan], recall [nan, 0.0, 0.0, 0.42857142857142855, nan, nan, nan, nan, nan]
2019-02-19T19:46:33.048998: step 1304, loss 1.65383, accuracy 0.4375, precision [0.0, 0.0, 0.0, 0.8, 1.0, 0.0, 0.0, nan, nan], recall [nan, 0.0, nan, 0.36363636363636365, 0.75, nan, nan, nan, nan]
2019-02-19T19:46:33.194520: step 1305, loss 1.56759, accuracy 0.5, precision [0.5, 1.0, nan, 0.6, nan, 0.0, nan, nan, nan], recall [1.0, 1.0, 0.0, 0.6666666666666666, 0.0, nan, nan, nan, nan]
2019-02-19T19:46:33.345133: step 1306, loss 1.90107, accuracy 0.25, precision [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, nan, 0.5, nan], recall [nan, nan, nan, 0.21428571428571427, 0.0, nan, nan, 1.0, nan]
2019-02-19T19:46:33.495148: step 1307, loss 1.70027, accuracy 0.5, precision [0.3333333333333333, 1.0, 0.0, 0.8333333333333334, nan, 0.0, 0.0, nan, nan], recall [1.0, 0.6666666666666666, nan, 0.625, 0.0, nan, 0.0, 0.0, nan]
2019-02-19T19:46:33.641078: step 1308, loss 1.85816, accuracy 0.3125, precision [0.0, 0.0, 0.0, 0.8333333333333334, nan, 0.0, nan, 0.0, nan], recall [0.0, nan, nan, 0.45454545454545453, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:46:33.789208: step 1309, loss 1.54612, accuracy 0.375, precision [nan, 0.5, 0.0, 0.5, 0.6666666666666666, nan, 0.0, 0.3333333333333333, nan], recall [0.0, 1.0, 0.0, 0.125, 1.0, nan, 0.0, 1.0, nan]
2019-02-19T19:46:33.937364: step 1310, loss 1.58974, accuracy 0.4375, precision [0.0, 0.0, 0.0, 0.8571428571428571, 0.3333333333333333, nan, 0.0, 0.0, nan], recall [nan, 0.0, nan, 0.46153846153846156, 0.5, nan, nan, nan, nan]
2019-02-19T19:46:34.085398: step 1311, loss 1.76326, accuracy 0.25, precision [0.0, 0.5, 0.0, 1.0, 0.0, nan, 0.0, 0.3333333333333333, nan], recall [0.0, 0.5, nan, 0.18181818181818182, 0.0, nan, nan, 1.0, nan]
2019-02-19T19:46:34.230950: step 1312, loss 1.68978, accuracy 0.5625, precision [0.0, 0.0, 0.0, 1.0, 0.5, 0.0, 1.0, 0.6666666666666666, 0.0], recall [nan, nan, nan, 0.45454545454545453, 0.5, nan, 1.0, 1.0, nan]
2019-02-19T19:46:34.382298: step 1313, loss 1.48591, accuracy 0.4375, precision [1.0, 0.0, 0.0, 0.6, 1.0, nan, 0.0, 0.0, nan], recall [1.0, 0.0, nan, 0.3333333333333333, 0.5, nan, nan, 0.0, nan]
2019-02-19T19:46:34.531635: step 1314, loss 1.56263, accuracy 0.5, precision [1.0, 0.0, nan, 0.8571428571428571, 0.16666666666666666, 0.0, nan, nan, nan], recall [1.0, 0.0, nan, 0.5454545454545454, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:46:34.680833: step 1315, loss 1.70712, accuracy 0.375, precision [nan, 0.0, 0.0, 0.7142857142857143, 0.3333333333333333, nan, nan, 0.0, nan], recall [0.0, 0.0, nan, 0.5, 1.0, nan, 0.0, nan, nan]
2019-02-19T19:46:34.831220: step 1316, loss 1.52164, accuracy 0.625, precision [0.75, 1.0, nan, 1.0, 0.25, nan, nan, 0.0, 0.0], recall [0.75, 1.0, nan, 0.5555555555555556, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:46:34.978192: step 1317, loss 1.93325, accuracy 0.25, precision [0.0, 0.0, 0.0, 0.75, 0.5, 0.0, 0.0, 0.0, nan], recall [0.0, nan, nan, 0.25, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:46:35.127362: step 1318, loss 1.82564, accuracy 0.25, precision [nan, 0.0, 0.0, 0.6666666666666666, 0.0, nan, 0.0, 0.4, 0.0], recall [nan, nan, nan, 0.18181818181818182, 0.0, nan, nan, 1.0, nan]
2019-02-19T19:46:35.273358: step 1319, loss 2.15749, accuracy 0.3125, precision [0.25, 0.0, 0.0, 1.0, 0.3333333333333333, 0.0, nan, nan, 0.0], recall [1.0, 0.0, nan, 0.25, 0.5, nan, nan, nan, nan]
2019-02-19T19:46:35.423023: step 1320, loss 1.51358, accuracy 0.5625, precision [0.3333333333333333, nan, 0.25, 0.8571428571428571, 1.0, 0.0, nan, nan, nan], recall [1.0, nan, 1.0, 0.5454545454545454, 0.3333333333333333, nan, nan, nan, nan]
2019-02-19T19:46:35.575627: step 1321, loss 1.47062, accuracy 0.625, precision [1.0, 0.0, 0.0, 1.0, 0.5, 0.0, 0.0, 0.5, nan], recall [1.0, nan, nan, 0.5833333333333334, 0.5, nan, nan, 1.0, nan]
2019-02-19T19:46:35.723682: step 1322, loss 1.21265, accuracy 0.5625, precision [1.0, 0.3333333333333333, 0.0, 0.8, 0.5, nan, nan, 0.5, nan], recall [1.0, 1.0, nan, 0.5, 0.5, nan, nan, 0.5, nan]
2019-02-19T19:46:35.871086: step 1323, loss 1.37066, accuracy 0.5625, precision [0.0, 1.0, 0.0, 0.875, 0.5, nan, nan, nan, 0.0], recall [nan, 0.5, nan, 0.5833333333333334, 0.5, nan, nan, nan, nan]
2019-02-19T19:46:36.022947: step 1324, loss 1.46003, accuracy 0.5625, precision [0.3333333333333333, 0.5, 0.0, 0.8571428571428571, 0.5, 0.0, nan, nan, nan], recall [0.3333333333333333, 1.0, nan, 0.6666666666666666, 0.5, nan, nan, 0.0, nan]
2019-02-19T19:46:36.171216: step 1325, loss 1.88803, accuracy 0.375, precision [0.0, nan, 0.0, 0.8, 0.3333333333333333, nan, 0.0, 0.3333333333333333, nan], recall [nan, 0.0, nan, 0.36363636363636365, 0.5, nan, nan, 0.5, nan]
2019-02-19T19:46:36.320319: step 1326, loss 1.83832, accuracy 0.5, precision [nan, 1.0, 0.0, 0.8571428571428571, 0.3333333333333333, nan, 0.0, nan, 0.0], recall [nan, 1.0, nan, 0.46153846153846156, 0.5, nan, nan, nan, nan]
2019-02-19T19:46:36.465665: step 1327, loss 2.05946, accuracy 0.1875, precision [nan, 0.0, 0.0, 0.3333333333333333, 0.0, nan, nan, 0.5, nan], recall [0.0, nan, nan, 0.25, 0.0, nan, nan, 0.2, nan]
2019-02-19T19:46:36.611792: step 1328, loss 1.73357, accuracy 0.375, precision [nan, 0.0, 0.0, 0.8333333333333334, 0.0, 0.0, 0.0, 0.5, nan], recall [nan, nan, nan, 0.4166666666666667, 0.0, nan, nan, 0.3333333333333333, nan]
2019-02-19T19:46:36.757789: step 1329, loss 1.34024, accuracy 0.4375, precision [1.0, 0.0, 0.0, 1.0, 0.25, nan, 0.0, 0.5, nan], recall [0.5, nan, nan, 0.3, 1.0, nan, nan, 1.0, nan]
2019-02-19T19:46:36.907017: step 1330, loss 1.49148, accuracy 0.4375, precision [0.25, nan, 0.0, 0.6666666666666666, 0.6666666666666666, nan, nan, nan, nan], recall [1.0, 0.0, nan, 0.4, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:46:37.053991: step 1331, loss 1.95208, accuracy 0.3125, precision [0.0, 0.0, nan, 0.5714285714285714, 0.3333333333333333, 0.0, 0.0, 0.0, nan], recall [0.0, nan, 0.0, 0.36363636363636365, 0.3333333333333333, nan, nan, nan, nan]
2019-02-19T19:46:37.200096: step 1332, loss 1.74496, accuracy 0.4375, precision [0.6666666666666666, 0.0, 0.5, 0.6666666666666666, 0.6666666666666666, 0.0, nan, 0.0, nan], recall [1.0, nan, 1.0, 0.2, 0.6666666666666666, nan, nan, nan, nan]
2019-02-19T19:46:37.349005: step 1333, loss 1.58891, accuracy 0.375, precision [0.0, 0.5, 0.0, 0.6, 1.0, 0.0, nan, 0.0, 0.0], recall [nan, 1.0, nan, 0.3333333333333333, 0.4, nan, 0.0, nan, nan]
2019-02-19T19:46:37.501483: step 1334, loss 1.87415, accuracy 0.3125, precision [0.0, 0.0, 0.0, 0.5, 0.3333333333333333, nan, 0.0, 0.5, nan], recall [nan, nan, nan, 0.3, 0.25, nan, nan, 0.5, nan]
2019-02-19T19:46:37.650724: step 1335, loss 1.84788, accuracy 0.4375, precision [0.0, 0.3333333333333333, 0.0, 0.8333333333333334, 0.5, 0.0, nan, 0.0, 0.0], recall [0.0, 1.0, 0.0, 0.5555555555555556, 0.5, nan, nan, 0.0, nan]
2019-02-19T19:46:37.798185: step 1336, loss 1.97013, accuracy 0.3125, precision [0.5, 0.5, 0.0, 1.0, 0.0, nan, 0.0, 0.0, 0.0], recall [1.0, 1.0, nan, 0.25, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:46:37.947794: step 1337, loss 1.77963, accuracy 0.375, precision [0.0, 0.0, 0.0, 1.0, 0.3333333333333333, 0.0, nan, 0.0, nan], recall [nan, nan, nan, 0.35714285714285715, 0.5, nan, nan, nan, nan]
2019-02-19T19:46:38.098375: step 1338, loss 1.9, accuracy 0.3125, precision [0.5, 0.0, nan, 0.0, 0.6666666666666666, 0.0, 0.0, 1.0, nan], recall [0.6666666666666666, 0.0, 0.0, 0.0, 0.6666666666666666, nan, nan, 1.0, nan]
2019-02-19T19:46:38.249899: step 1339, loss 1.7683, accuracy 0.5, precision [1.0, 0.6, 0.0, 0.6666666666666666, 0.5, 0.0, nan, nan, nan], recall [0.6666666666666666, 1.0, nan, 0.2857142857142857, 0.5, 0.0, nan, nan, nan]
