Loading data...
{'sympathy_and_emotional_support': 0, 'not_related_or_irrelevant': 1, 'infrastructure_and_utilities_damage': 2, 'other_useful_information': 3, 'injured_or_dead_people': 4, 'caution_and_advice': 5, 'displaced_people_and_evacuations': 6, 'donation_needs_or_offers_or_volunteering_services': 7, 'missing_trapped_or_found_people': 8}
Max Document length: 2407
Vocabulary Size: 1
Train/Dev split: 9226/1025
Writing to /home/ubuntu/Project/runs/1550606084

2019-02-19T19:54:46.199786: step 1, loss 10.4362, accuracy 0.125, precision [0.0, 1.0, 0.0, 0.1111111111111111, nan, 0.0, nan, 0.0, nan], recall [nan, 0.25, nan, 0.3333333333333333, 0.0, nan, 0.0, 0.0, 0.0]
2019-02-19T19:57:55.325081: step 1161, loss 1.99207, accuracy 0.375, precision [0.0, 0.0, 0.0, 0.8333333333333334, 0.5, 0.0, nan, nan, nan], recall [0.0, 0.0, nan, 0.45454545454545453, 1.0, nan, nan, nan, nan]
2019-02-19T19:57:55.477401: step 1162, loss 1.6874, accuracy 0.4375, precision [0.0, 0.0, 0.0, 1.0, 0.3333333333333333, 0.0, nan, nan, nan], recall [nan, 0.0, nan, 0.46153846153846156, 1.0, nan, nan, nan, nan]
2019-02-19T19:57:55.624686: step 1163, loss 1.77672, accuracy 0.375, precision [0.0, 1.0, 0.0, 0.8, 0.3333333333333333, 0.0, 0.0, 0.0, nan], recall [nan, 0.3333333333333333, nan, 0.3333333333333333, 1.0, nan, nan, nan, nan]
2019-02-19T19:57:55.779712: step 1164, loss 2.08934, accuracy 0.1875, precision [0.0, 0.2, 0.0, 1.0, 0.0, 0.0, nan, 0.5, nan], recall [0.0, 1.0, nan, 0.08333333333333333, nan, nan, nan, 1.0, nan]
2019-02-19T19:57:55.930880: step 1165, loss 1.80457, accuracy 0.5, precision [0.0, nan, 0.0, 0.8571428571428571, 0.3333333333333333, nan, nan, 0.5, 0.0], recall [0.0, 0.0, nan, 0.5454545454545454, 0.5, nan, nan, 1.0, nan]
2019-02-19T19:57:56.076091: step 1166, loss 1.78341, accuracy 0.3125, precision [nan, 0.5, 0.0, 0.75, 0.3333333333333333, nan, 0.0, 0.0, nan], recall [nan, 1.0, nan, 0.25, 0.5, nan, nan, 0.0, nan]
2019-02-19T19:57:56.231346: step 1167, loss 1.73023, accuracy 0.25, precision [nan, nan, nan, 0.5, 0.0, 0.0, 0.0, 0.0, nan], recall [nan, 0.0, 0.0, 0.5, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:57:56.379993: step 1168, loss 1.7478, accuracy 0.375, precision [nan, nan, 0.5, 0.42857142857142855, 0.5, 0.0, nan, nan, nan], recall [nan, 0.0, 0.16666666666666666, 0.75, 0.5, nan, nan, 0.0, nan]
2019-02-19T19:57:56.530056: step 1169, loss 1.5819, accuracy 0.375, precision [0.0, 1.0, 0.25, 0.75, 0.0, 0.0, nan, 1.0, nan], recall [nan, 1.0, 0.5, 0.375, 0.0, nan, nan, 0.3333333333333333, nan]
2019-02-19T19:57:56.681186: step 1170, loss 1.86649, accuracy 0.3125, precision [0.5, 0.0, 0.5, 0.42857142857142855, 0.0, 0.0, 0.0, nan, nan], recall [1.0, nan, 0.16666666666666666, 0.5, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:57:56.835106: step 1171, loss 2.04074, accuracy 0.4375, precision [0.16666666666666666, 1.0, nan, 0.75, 0.3333333333333333, nan, nan, 0.5, nan], recall [1.0, 1.0, 0.0, 0.3333333333333333, 1.0, nan, nan, 0.5, nan]
2019-02-19T19:57:56.990559: step 1172, loss 1.71694, accuracy 0.5, precision [0.0, 1.0, 0.0, 0.875, 0.0, nan, nan, 0.0, nan], recall [nan, 0.5, 0.0, 0.5833333333333334, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:57.140475: step 1173, loss 1.86305, accuracy 0.1875, precision [0.0, 0.25, 0.0, 0.6666666666666666, 0.0, nan, nan, 0.0, nan], recall [nan, 0.3333333333333333, nan, 0.16666666666666666, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:57.295241: step 1174, loss 1.81266, accuracy 0.4375, precision [nan, 0.0, nan, 0.8571428571428571, 0.25, 0.0, nan, 0.0, nan], recall [nan, nan, nan, 0.42857142857142855, 0.5, nan, nan, nan, nan]
2019-02-19T19:57:57.443714: step 1175, loss 2.02455, accuracy 0.3125, precision [0.0, 0.0, 0.0, 1.0, 0.2, 0.0, nan, 0.0, nan], recall [nan, nan, nan, 0.26666666666666666, 1.0, nan, nan, nan, nan]
2019-02-19T19:57:57.592566: step 1176, loss 1.8581, accuracy 0.375, precision [0.0, 0.3333333333333333, 0.0, 1.0, 0.0, 0.0, nan, nan, nan], recall [nan, 1.0, nan, 0.3333333333333333, nan, nan, nan, nan, nan]
2019-02-19T19:57:57.739652: step 1177, loss 1.5251, accuracy 0.5, precision [0.25, nan, nan, 1.0, 0.2, nan, nan, 0.0, nan], recall [1.0, 0.0, nan, 0.5, 0.5, nan, nan, nan, nan]
2019-02-19T19:57:57.889165: step 1178, loss 1.49355, accuracy 0.5, precision [1.0, 0.0, 0.0, 1.0, 0.0, nan, nan, nan, 0.0], recall [1.0, nan, nan, 0.4666666666666667, nan, nan, nan, nan, nan]
2019-02-19T19:57:58.039900: step 1179, loss 1.77637, accuracy 0.375, precision [0.0, 0.5, 0.0, 1.0, 0.5, 0.0, 0.0, 0.0, nan], recall [nan, 1.0, nan, 0.25, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:57:58.188934: step 1180, loss 1.84203, accuracy 0.3125, precision [nan, 0.5, 0.0, 1.0, 0.0, 0.0, nan, 0.0, nan], recall [0.0, 1.0, nan, 0.2857142857142857, nan, nan, nan, nan, nan]
2019-02-19T19:57:58.337885: step 1181, loss 1.81654, accuracy 0.125, precision [0.0, 0.0, 0.0, 0.6666666666666666, 0.0, nan, 0.0, 0.0, nan], recall [0.0, nan, nan, 0.13333333333333333, nan, nan, nan, nan, nan]
2019-02-19T19:57:58.481735: step 1182, loss 1.81725, accuracy 0.4375, precision [0.0, 1.0, 0.0, 1.0, 0.25, nan, 0.0, nan, nan], recall [nan, 0.5, nan, 0.4166666666666667, 0.5, nan, nan, nan, nan]
2019-02-19T19:57:58.631636: step 1183, loss 1.69151, accuracy 0.4375, precision [0.0, nan, 0.0, 1.0, 0.25, 0.0, 0.0, 0.0, nan], recall [nan, 0.0, nan, 0.42857142857142855, 1.0, nan, nan, nan, nan]
2019-02-19T19:57:58.785429: step 1184, loss 1.58407, accuracy 0.4375, precision [0.6666666666666666, 0.6, 0.0, 1.0, 0.0, nan, 0.0, 0.0, nan], recall [1.0, 1.0, nan, 0.2, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:58.939859: step 1185, loss 2.62287, accuracy 0.1875, precision [0.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0], recall [0.0, 0.5, nan, 0.18181818181818182, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:59.085827: step 1186, loss 1.99266, accuracy 0.375, precision [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.3333333333333333, nan], recall [0.0, nan, nan, 0.38461538461538464, nan, nan, nan, 0.5, nan]
2019-02-19T19:57:59.240581: step 1187, loss 1.97624, accuracy 0.3125, precision [nan, 0.3333333333333333, 0.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0], recall [nan, 0.5, nan, 0.23076923076923078, 1.0, nan, nan, nan, nan]
2019-02-19T19:57:59.388416: step 1188, loss 2.06893, accuracy 0.3125, precision [0.0, 0.5, 0.0, 1.0, 0.3333333333333333, 0.0, 0.0, 0.0, nan], recall [0.0, 1.0, nan, 0.23076923076923078, 1.0, nan, nan, nan, nan]
2019-02-19T19:57:59.543837: step 1189, loss 1.84793, accuracy 0.3125, precision [0.6666666666666666, 0.0, 0.0, 1.0, 0.0, nan, nan, 0.0, nan], recall [0.5, 0.0, nan, 0.2727272727272727, nan, nan, nan, nan, nan]
2019-02-19T19:57:59.693179: step 1190, loss 1.84276, accuracy 0.4375, precision [0.0, 0.3333333333333333, 0.0, 1.0, 1.0, nan, 0.0, 0.0, nan], recall [nan, 1.0, nan, 0.3333333333333333, 0.6666666666666666, nan, nan, nan, nan]
2019-02-19T19:57:59.843514: step 1191, loss 1.48546, accuracy 0.5, precision [0.5, 0.25, 0.0, 1.0, 0.0, 0.0, nan, nan, nan], recall [0.3333333333333333, 0.3333333333333333, nan, 0.6666666666666666, nan, nan, nan, 0.0, nan]
2019-02-19T19:57:59.992692: step 1192, loss 2.00145, accuracy 0.25, precision [0.0, 0.0, 0.0, 0.6666666666666666, 0.4, 0.0, nan, 0.0, 0.0], recall [0.0, 0.0, nan, 0.2, 0.6666666666666666, nan, nan, nan, nan]
2019-02-19T19:58:00.144432: step 1193, loss 2.01581, accuracy 0.25, precision [nan, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, nan], recall [0.0, 0.0, 0.0, 0.4, nan, nan, nan, 0.0, nan]
2019-02-19T19:58:00.296731: step 1194, loss 1.74143, accuracy 0.625, precision [0.0, 0.6666666666666666, nan, 0.8333333333333334, 0.5, nan, 0.0, nan, nan], recall [nan, 0.6666666666666666, nan, 0.625, 0.5, nan, nan, nan, nan]
2019-02-19T19:58:00.447610: step 1195, loss 2.25645, accuracy 0.375, precision [0.0, 0.0, nan, 1.0, 1.0, 0.0, nan, 0.0, 0.0], recall [nan, 0.0, nan, 0.35714285714285715, 1.0, nan, nan, nan, nan]
2019-02-19T19:58:00.596715: step 1196, loss 1.63697, accuracy 0.5, precision [1.0, 1.0, nan, 0.6666666666666666, 0.16666666666666666, nan, nan, 0.0, nan], recall [0.5, 0.6666666666666666, 0.0, 0.5, 0.5, nan, nan, nan, nan]
2019-02-19T19:58:00.753086: step 1197, loss 2.17546, accuracy 0.1875, precision [0.25, 0.0, 0.0, 0.5, 0.25, nan, 0.0, 0.0, 0.0], recall [0.5, 0.0, nan, 0.125, 1.0, nan, nan, nan, nan]
2019-02-19T19:58:00.899360: step 1198, loss 1.71422, accuracy 0.4375, precision [0.0, 0.5, 0.0, 0.75, 0.0, 0.0, nan, 0.0, nan], recall [0.0, 0.2, nan, 0.6, nan, nan, nan, nan, nan]
2019-02-19T19:58:01.049053: step 1199, loss 1.63432, accuracy 0.4375, precision [0.5, 0.75, 0.0, 0.75, 0.0, nan, 0.0, nan, nan], recall [1.0, 0.42857142857142855, nan, 0.375, nan, nan, nan, nan, nan]
2019-02-19T19:58:01.200066: step 1200, loss 1.88373, accuracy 0.3125, precision [0.0, 0.3333333333333333, 0.0, 0.8, 0.0, nan, nan, 0.0, nan], recall [nan, 0.3333333333333333, 0.0, 0.36363636363636365, 0.0, nan, nan, nan, nan]
2019-02-19T19:58:01.343678: step 1201, loss 1.86263, accuracy 0.25, precision [0.0, 0.5, 0.0, 1.0, 0.3333333333333333, 0.0, nan, 0.0, nan], recall [nan, 0.6666666666666666, nan, 0.09090909090909091, 0.5, nan, nan, nan, nan]
2019-02-19T19:58:01.490380: step 1202, loss 1.52712, accuracy 0.4375, precision [nan, 0.5, 0.0, 0.8, 0.0, nan, nan, 1.0, nan], recall [nan, 0.6666666666666666, nan, 0.36363636363636365, 0.0, nan, nan, 1.0, nan]
2019-02-19T19:58:01.643612: step 1203, loss 1.61746, accuracy 0.5, precision [0.0, nan, 0.0, 0.6, 0.6, nan, 0.0, 0.6666666666666666, nan], recall [nan, 0.0, 0.0, 0.42857142857142855, 0.6, nan, nan, 1.0, nan]
2019-02-19T19:58:01.794798: step 1204, loss 1.91312, accuracy 0.25, precision [0.5, 0.0, 0.0, 0.2857142857142857, 0.0, nan, nan, 0.5, 0.0], recall [0.5, nan, 0.0, 0.25, 0.0, nan, nan, 1.0, nan]
2019-02-19T19:58:01.951414: step 1205, loss 1.757, accuracy 0.375, precision [0.0, 0.5, 0.0, 0.4, 1.0, nan, nan, 0.3333333333333333, 0.0], recall [nan, 0.25, nan, 0.3333333333333333, 0.4, nan, nan, 1.0, nan]
2019-02-19T19:58:02.105679: step 1206, loss 1.95614, accuracy 0.25, precision [nan, 0.5, 0.0, 0.4, 0.3333333333333333, 0.0, 0.0, 0.0, nan], recall [nan, 0.25, nan, 0.2222222222222222, 0.3333333333333333, nan, nan, nan, nan]
2019-02-19T19:58:02.259812: step 1207, loss 1.68828, accuracy 0.375, precision [0.0, 0.5, 0.0, 0.5, 0.0, nan, 0.0, nan, nan], recall [nan, 0.5, nan, 0.5714285714285714, 0.0, nan, nan, nan, nan]
2019-02-19T19:58:02.407909: step 1208, loss 1.54562, accuracy 0.6875, precision [nan, 1.0, nan, 0.8888888888888888, 0.0, 0.0, nan, nan, nan], recall [nan, 0.75, 0.0, 0.7272727272727273, nan, nan, nan, nan, nan]
2019-02-19T19:58:02.558986: step 1209, loss 1.53619, accuracy 0.5625, precision [1.0, 0.5, nan, 0.75, nan, nan, 0.0, 0.0, nan], recall [1.0, 0.6666666666666666, nan, 0.5454545454545454, 0.0, nan, nan, nan, nan]
2019-02-19T19:58:02.704521: step 1210, loss 2.22211, accuracy 0.25, precision [0.0, 1.0, 0.0, 0.5, nan, 0.0, nan, nan, 0.0], recall [nan, 0.3333333333333333, nan, 0.2222222222222222, 0.0, nan, nan, nan, nan]
2019-02-19T19:58:02.855733: step 1211, loss 1.8103, accuracy 0.3125, precision [nan, 1.0, 0.0, 0.6666666666666666, 0.0, nan, 0.0, 0.0, 0.0], recall [0.0, 1.0, nan, 0.18181818181818182, 0.0, nan, nan, nan, nan]
2019-02-19T19:58:03.004709: step 1212, loss 2.06998, accuracy 0.1875, precision [0.0, 0.25, 0.0, 0.6666666666666666, 0.0, nan, nan, nan, 0.0], recall [0.0, 0.3333333333333333, nan, 0.16666666666666666, nan, nan, nan, nan, nan]
2019-02-19T19:58:03.154025: step 1213, loss 1.70337, accuracy 0.5, precision [0.0, 0.0, 0.0, 0.8333333333333334, 0.5, nan, nan, 0.6666666666666666, nan], recall [nan, 0.0, nan, 0.4166666666666667, 1.0, nan, nan, 1.0, nan]
2019-02-19T19:58:03.306513: step 1214, loss 1.84528, accuracy 0.25, precision [nan, 0.5, 0.0, 1.0, 0.0, 0.0, nan, 0.0, nan], recall [0.0, 1.0, nan, 0.21428571428571427, nan, nan, nan, nan, nan]
2019-02-19T19:58:03.455419: step 1215, loss 1.61975, accuracy 0.5625, precision [nan, 0.3333333333333333, 0.0, 1.0, 0.0, nan, nan, 0.0, nan], recall [0.0, 1.0, nan, 0.5714285714285714, nan, nan, nan, nan, nan]
2019-02-19T19:58:03.605967: step 1216, loss 2.12341, accuracy 0.25, precision [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, nan, nan], recall [nan, 0.0, nan, 0.36363636363636365, 0.0, nan, nan, nan, nan]
2019-02-19T19:58:03.750212: step 1217, loss 1.70904, accuracy 0.3125, precision [0.0, 0.25, 0.0, 1.0, 0.16666666666666666, nan, nan, 1.0, nan], recall [0.0, 1.0, nan, 0.16666666666666666, 1.0, nan, nan, 1.0, nan]
2019-02-19T19:58:03.905181: step 1218, loss 1.70024, accuracy 0.4375, precision [nan, 1.0, 0.0, 1.0, 0.25, nan, nan, 0.0, nan], recall [nan, 0.5, nan, 0.38461538461538464, 1.0, nan, nan, nan, nan]
2019-02-19T19:58:04.060458: step 1219, loss 2.39061, accuracy 0.25, precision [nan, 0.3333333333333333, 0.0, 1.0, 0.0, 0.0, 0.0, 0.25, 0.0], recall [nan, 0.5, nan, 0.15384615384615385, nan, nan, nan, 1.0, nan]
2019-02-19T19:58:04.212251: step 1220, loss 1.8164, accuracy 0.375, precision [0.3333333333333333, 0.0, 0.0, 1.0, 0.0, nan, nan, 0.3333333333333333, nan], recall [1.0, 0.0, nan, 0.3333333333333333, nan, nan, nan, 1.0, nan]
2019-02-19T19:58:04.361341: step 1221, loss 1.9991, accuracy 0.3125, precision [0.0, 0.0, 0.0, 0.75, 0.2, 0.0, 0.0, 1.0, 0.0], recall [nan, 0.0, nan, 0.2727272727272727, 0.5, nan, nan, 0.5, nan]
2019-02-19T19:58:04.508842: step 1222, loss 1.60537, accuracy 0.5, precision [0.0, nan, 0.0, 0.7777777777777778, 0.3333333333333333, nan, 0.0, nan, nan], recall [nan, nan, nan, 0.5384615384615384, 0.3333333333333333, nan, nan, nan, nan]
2019-02-19T19:58:04.659281: step 1223, loss 1.78955, accuracy 0.4375, precision [0.0, 0.5, 0.0, 0.8, 0.5, 0.0, 0.0, 0.0, nan], recall [nan, 0.5, nan, 0.4, 0.5, nan, nan, nan, nan]
2019-02-19T19:58:04.809154: step 1224, loss 1.50993, accuracy 0.4375, precision [0.0, 0.3333333333333333, nan, 0.8, 0.25, nan, nan, 0.3333333333333333, nan], recall [nan, 0.5, nan, 0.4, 0.3333333333333333, nan, nan, 1.0, nan]
2019-02-19T19:58:04.967735: step 1225, loss 1.86293, accuracy 0.4375, precision [0.6666666666666666, 0.0, 0.0, 1.0, 0.5, 0.0, 0.0, 0.0, nan], recall [0.6666666666666666, nan, nan, 0.3, 0.6666666666666666, nan, nan, nan, nan]
2019-02-19T19:58:05.120779: step 1226, loss 1.56648, accuracy 0.5, precision [0.0, 0.0, nan, 0.75, 0.5, nan, nan, 1.0, nan], recall [0.0, 0.0, nan, 0.6, 0.3333333333333333, nan, nan, 1.0, nan]
2019-02-19T19:58:05.272593: step 1227, loss 1.86604, accuracy 0.375, precision [0.5, 0.3333333333333333, nan, 0.75, 0.3333333333333333, 0.0, nan, 0.0, 0.0], recall [1.0, 0.5, nan, 0.3, 0.5, nan, nan, 0.0, nan]
2019-02-19T19:58:05.428179: step 1228, loss 1.85049, accuracy 0.3125, precision [0.0, 0.0, 0.0, 0.6666666666666666, 0.5, nan, nan, 0.0, nan], recall [nan, nan, nan, 0.3333333333333333, 0.25, nan, nan, nan, nan]
2019-02-19T19:58:05.575825: step 1229, loss 2.2246, accuracy 0.25, precision [0.0, 0.5, 0.0, 1.0, 0.0, 0.0, nan, 0.0, 0.0], recall [nan, 1.0, nan, 0.23076923076923078, 0.0, nan, nan, nan, nan]
2019-02-19T19:58:05.727180: step 1230, loss 1.5989, accuracy 0.4375, precision [0.5, 0.0, 0.0, 0.8333333333333334, 0.3333333333333333, 0.0, nan, nan, nan], recall [1.0, 0.0, nan, 0.45454545454545453, 1.0, nan, 0.0, nan, nan]
2019-02-19T19:58:05.877227: step 1231, loss 2.1774, accuracy 0.25, precision [0.5, 0.0, 0.0, 0.75, 0.0, nan, nan, 0.0, 0.0], recall [1.0, 0.0, nan, 0.25, 0.0, nan, nan, nan, nan]
2019-02-19T19:58:06.027519: step 1232, loss 1.75576, accuracy 0.5, precision [1.0, nan, 0.0, 1.0, 0.0, 0.0, nan, nan, nan], recall [0.5, nan, nan, 0.5, nan, nan, nan, nan, nan]
2019-02-19T19:58:06.179477: step 1233, loss 1.99712, accuracy 0.0625, precision [0.0, 0.0, 0.0, 0.5, 0.0, nan, nan, 0.0, nan], recall [0.0, nan, nan, 0.08333333333333333, 0.0, nan, nan, nan, nan]
2019-02-19T19:58:06.328338: step 1234, loss 1.57701, accuracy 0.4375, precision [nan, 0.25, 0.0, 0.8333333333333334, nan, nan, 0.0, 0.3333333333333333, nan], recall [0.0, 0.5, nan, 0.4166666666666667, nan, nan, nan, 1.0, nan]
2019-02-19T19:58:06.476574: step 1235, loss 1.80064, accuracy 0.25, precision [nan, 0.0, 0.0, 0.6666666666666666, 0.0, nan, nan, 0.0, nan], recall [0.0, 0.0, nan, 0.2857142857142857, nan, nan, nan, nan, nan]
2019-02-19T19:58:06.628605: step 1236, loss 1.84308, accuracy 0.5625, precision [1.0, 1.0, 0.0, 0.75, 0.0, 0.0, nan, 0.0, nan], recall [0.6666666666666666, 0.2, nan, 0.75, nan, nan, nan, nan, nan]
2019-02-19T19:58:06.781743: step 1237, loss 1.71242, accuracy 0.5, precision [0.0, 0.0, 0.0, 0.875, 0.5, nan, nan, nan, nan], recall [nan, 0.0, nan, 0.5384615384615384, 0.5, nan, nan, nan, nan]
2019-02-19T19:58:06.928784: step 1238, loss 1.78467, accuracy 0.3125, precision [1.0, 0.0, 0.0, 0.75, 0.0, 0.0, nan, 0.5, nan], recall [0.5, nan, nan, 0.25, 0.0, nan, nan, 1.0, nan]
2019-02-19T19:58:07.081827: step 1239, loss 2.04135, accuracy 0.1875, precision [0.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0, nan, 0.0, 0.0, nan], recall [nan, 0.5, nan, 0.14285714285714285, nan, nan, nan, nan, nan]
2019-02-19T19:58:07.234292: step 1240, loss 1.95883, accuracy 0.375, precision [nan, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, nan], recall [nan, nan, nan, 0.375, nan, nan, nan, nan, nan]
2019-02-19T19:58:07.383235: step 1241, loss 1.73934, accuracy 0.3125, precision [1.0, 0.0, nan, 1.0, 0.16666666666666666, nan, nan, 0.5, nan], recall [0.3333333333333333, 0.0, nan, 0.2, 1.0, nan, nan, 1.0, nan]
2019-02-19T19:58:07.532933: step 1242, loss 2.17781, accuracy 0.3125, precision [0.0, 0.0, nan, 1.0, 0.0, nan, 0.0, 0.0, 0.0], recall [nan, 0.0, nan, 0.35714285714285715, 0.0, nan, nan, nan, nan]
2019-02-19T19:58:07.692161: step 1243, loss 1.79543, accuracy 0.375, precision [0.5, 0.0, 0.0, 1.0, nan, 0.0, nan, 0.0, nan], recall [1.0, nan, nan, 0.35714285714285715, 0.0, nan, nan, nan, nan]
2019-02-19T19:58:07.841322: step 1244, loss 1.49275, accuracy 0.5625, precision [1.0, 0.4, 0.0, 0.8333333333333334, 0.3333333333333333, nan, nan, nan, nan], recall [1.0, 1.0, nan, 0.5, 0.3333333333333333, nan, nan, nan, nan]
2019-02-19T19:58:07.991069: step 1245, loss 1.71632, accuracy 0.4375, precision [nan, 0.0, 0.0, 0.875, 0.0, 0.0, nan, 0.0, nan], recall [0.0, nan, nan, 0.4666666666666667, nan, nan, nan, nan, nan]
2019-02-19T19:58:08.147413: step 1246, loss 1.59327, accuracy 0.5, precision [nan, 0.75, 0.0, 0.8333333333333334, 0.0, 0.0, nan, 0.0, nan], recall [nan, 0.75, nan, 0.5, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:58:08.294698: step 1247, loss 1.99003, accuracy 0.25, precision [0.5, 0.0, 0.0, 0.5, 0.0, 0.0, nan, 0.3333333333333333, 0.0], recall [1.0, nan, nan, 0.18181818181818182, 0.0, nan, nan, 1.0, nan]
2019-02-19T19:58:08.445172: step 1248, loss 1.54925, accuracy 0.5625, precision [nan, nan, 0.0, 0.875, 0.25, nan, nan, 0.5, nan], recall [nan, 0.0, nan, 0.6363636363636364, 0.5, nan, nan, 1.0, nan]
2019-02-19T19:58:08.595306: step 1249, loss 1.94623, accuracy 0.375, precision [0.0, 0.5, 0.0, 1.0, 0.5, 0.0, 0.0, 0.0, nan], recall [nan, 0.5, nan, 0.36363636363636365, 0.3333333333333333, nan, nan, nan, nan]
2019-02-19T19:58:08.749549: step 1250, loss 1.83705, accuracy 0.4375, precision [0.6666666666666666, 0.5, 0.0, 1.0, nan, nan, 0.0, 0.0, nan], recall [1.0, 0.75, nan, 0.2, nan, nan, nan, nan, nan]

Evaluation:
[[ 29  10   0  46   0   0   0   4   0]
 [ 12  33   0  93   0   0   0   6   0]
 [  1   0   0  85   1   0   0   0   0]
 [  8  11   0 325   1   0   0   0   0]
 [  4   3   0 141  16   0   0   0   0]
 [  3   1   0  46   1   0   0   2   0]
 [  0   0   0  22   0   0   0   0   0]
 [  8   5   0  74   1   0   0  15   0]
 [  2   1   0  15   0   0   0   0   0]]
2019-02-19T19:58:11.180934: step 1250, loss 1.74906, accuracy 0.407805, precision [0.3258426966292135, 0.22916666666666666, 0.0, 0.9420289855072463, 0.0975609756097561, 0.0, 0.0, 0.14563106796116504, 0.0], recall [0.43283582089552236, 0.515625, nan, 0.3837072018890201, 0.8, nan, nan, 0.5555555555555556, nan]

Saved model checkpoint to /home/ubuntu/Project/runs/1550606084/checkpoints/model-1250

2019-02-19T19:58:11.401645: step 1251, loss 2.08737, accuracy 0.25, precision [0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, nan, 0.0, 0.0], recall [0.0, 0.0, 0.0, 0.36363636363636365, nan, nan, nan, 0.0, nan]
2019-02-19T19:58:11.557627: step 1252, loss 2.05256, accuracy 0.1875, precision [0.0, 0.0, 0.0, 1.0, 0.2, 0.0, 0.0, 0.5, nan], recall [0.0, 0.0, nan, 0.1111111111111111, 1.0, nan, nan, 0.3333333333333333, nan]
2019-02-19T19:58:11.706019: step 1253, loss 1.77028, accuracy 0.5, precision [0.0, 0.5, 1.0, 1.0, 0.3333333333333333, nan, 0.0, 0.0, nan], recall [0.0, 0.5, 1.0, 0.45454545454545453, 1.0, nan, nan, nan, nan]
2019-02-19T19:58:11.857495: step 1254, loss 2.11676, accuracy 0.1875, precision [0.0, 0.0, 0.0, 0.6, 0.0, nan, nan, nan, 0.0], recall [0.0, nan, nan, 0.2727272727272727, nan, nan, nan, 0.0, nan]
2019-02-19T19:58:12.011390: step 1255, loss 1.83861, accuracy 0.25, precision [0.0, 0.2, nan, 1.0, 0.25, nan, 0.0, 0.25, nan], recall [nan, 1.0, nan, 0.08333333333333333, 1.0, nan, nan, 0.5, nan]
2019-02-19T19:58:12.164662: step 1256, loss 1.64509, accuracy 0.5, precision [0.4, 0.0, 0.0, 0.8333333333333334, 0.0, nan, nan, 1.0, nan], recall [1.0, 0.0, nan, 0.45454545454545453, 0.0, nan, nan, 1.0, nan]
2019-02-19T19:58:12.315656: step 1257, loss 1.56082, accuracy 0.4375, precision [0.5, nan, nan, 1.0, 0.2, nan, nan, 0.0, nan], recall [1.0, 0.0, nan, 0.2727272727272727, 1.0, nan, nan, nan, nan]
2019-02-19T19:58:12.464954: step 1258, loss 1.96005, accuracy 0.375, precision [0.5, 0.6666666666666666, 0.0, 1.0, 0.0, nan, 0.0, 0.0, nan], recall [1.0, 0.5, nan, 0.375, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:58:12.614349: step 1259, loss 1.64482, accuracy 0.5, precision [0.5, 1.0, 0.0, 0.75, 0.0, 0.0, nan, 0.0, nan], recall [0.5, 1.0, nan, 0.5, nan, nan, nan, 0.0, nan]
2019-02-19T19:58:12.760642: step 1260, loss 2.06315, accuracy 0.1875, precision [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, nan, 0.0, 0.0], recall [0.0, nan, nan, 0.25, 0.0, nan, nan, nan, nan]
2019-02-19T19:58:12.911726: step 1261, loss 2.07482, accuracy 0.375, precision [nan, 1.0, 0.0, 0.8, 0.0, nan, 0.0, 0.0, 0.0], recall [0.0, 0.6666666666666666, nan, 0.4, nan, nan, nan, 0.0, nan]
2019-02-19T19:58:13.059999: step 1262, loss 1.8072, accuracy 0.4375, precision [nan, 0.25, 0.0, 0.8, nan, nan, nan, 0.5, 0.0], recall [0.0, 1.0, nan, 0.4444444444444444, nan, nan, nan, 1.0, nan]
2019-02-19T19:58:13.207480: step 1263, loss 1.83357, accuracy 0.375, precision [0.3333333333333333, 0.0, 0.0, 1.0, 0.0, 0.0, nan, nan, nan], recall [1.0, 0.0, nan, 0.35714285714285715, nan, nan, nan, nan, nan]
2019-02-19T19:58:13.354147: step 1264, loss 1.97455, accuracy 0.25, precision [0.0, 0.25, 0.0, 0.75, 0.0, 0.0, nan, 0.0, 0.0], recall [0.0, 0.5, nan, 0.25, nan, nan, nan, nan, nan]
