Loading data...
{'sympathy_and_emotional_support': 0, 'not_related_or_irrelevant': 1, 'infrastructure_and_utilities_damage': 2, 'other_useful_information': 3, 'injured_or_dead_people': 4, 'caution_and_advice': 5, 'displaced_people_and_evacuations': 6, 'donation_needs_or_offers_or_volunteering_services': 7, 'missing_trapped_or_found_people': 8}
Max Document length: 2407
Vocabulary Size: 24319
Train/Dev split: 9226/1025
Writing to /home/ubuntu/Project/runs/1550599006

2019-02-19T17:57:31.160829: step 1, loss 9.50099, accuracy 0.1875, precision [1.0, 0.0, 1.0, 0.0, 1.0, 0.0, nan, 0.0, 0.0], recall [0.25, 0.0, 0.2, 0.0, 0.5, nan, nan, nan, nan]
2019-02-19T18:01:04.435309: step 1272, loss 1.26131, accuracy 0.5, precision [1.0, 0.42857142857142855, 0.0, 1.0, 0.5, 0.5, nan, nan, nan], recall [0.5, 1.0, 0.0, 0.25, 1.0, 1.0, nan, nan, nan]
2019-02-19T18:01:04.590048: step 1273, loss 1.10755, accuracy 0.625, precision [0.6666666666666666, 0.0, 1.0, 0.6666666666666666, 0.5, 0.0, nan, 1.0, nan], recall [1.0, nan, 0.5, 0.4, 1.0, 0.0, nan, 0.6666666666666666, nan]
2019-02-19T18:01:04.746695: step 1274, loss 1.51667, accuracy 0.5, precision [1.0, 1.0, 0.0, 0.6666666666666666, 0.5, 0.0, 0.0, 0.3333333333333333, nan], recall [0.6666666666666666, 1.0, 0.0, 0.3333333333333333, 1.0, nan, nan, 0.5, nan]
2019-02-19T18:01:04.898423: step 1275, loss 0.974391, accuracy 0.5625, precision [0.0, 0.0, 1.0, 0.6, 1.0, 1.0, 0.0, nan, nan], recall [nan, 0.0, 0.6666666666666666, 0.75, 1.0, 0.5, nan, nan, 0.0]
2019-02-19T18:01:05.053810: step 1276, loss 0.730302, accuracy 0.875, precision [1.0, 0.6666666666666666, 1.0, 0.75, 1.0, nan, nan, nan, nan], recall [1.0, 0.6666666666666666, 1.0, 0.75, 1.0, nan, nan, nan, nan]
2019-02-19T18:01:05.212884: step 1277, loss 1.77577, accuracy 0.4375, precision [1.0, 0.0, 0.0, 0.5, 1.0, 1.0, 1.0, 0.0, 0.0], recall [1.0, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 1.0, 0.5, nan, nan]
2019-02-19T18:01:05.370012: step 1278, loss 1.04057, accuracy 0.625, precision [nan, 0.75, 0.6666666666666666, 0.0, 0.8, nan, nan, 0.3333333333333333, nan], recall [0.0, 1.0, 1.0, 0.0, 0.8, nan, nan, 1.0, nan]
2019-02-19T18:01:05.522597: step 1279, loss 1.53692, accuracy 0.5, precision [0.0, 0.0, 0.4, 0.5, 1.0, nan, 0.5, nan, nan], recall [0.0, 0.0, 1.0, 0.3333333333333333, 0.6, nan, 1.0, nan, nan]
2019-02-19T18:01:05.673061: step 1280, loss 1.09111, accuracy 0.625, precision [0.6666666666666666, 0.6666666666666666, 1.0, 0.5, 1.0, nan, 0.0, 0.0, nan], recall [0.5, 0.6666666666666666, 0.5, 0.6666666666666666, 1.0, nan, nan, 0.0, nan]
2019-02-19T18:01:05.828583: step 1281, loss 0.97349, accuracy 0.6875, precision [1.0, 0.0, nan, 0.6666666666666666, 1.0, nan, 1.0, 1.0, nan], recall [0.5, 0.0, 0.0, 0.8, 0.6666666666666666, nan, 1.0, 1.0, nan]
2019-02-19T18:01:05.985376: step 1282, loss 0.840601, accuracy 0.625, precision [0.0, 0.6666666666666666, 0.0, 0.8, 1.0, nan, nan, nan, nan], recall [0.0, 0.5, nan, 0.6666666666666666, 1.0, nan, nan, 0.0, nan]
2019-02-19T18:01:06.138085: step 1283, loss 1.08927, accuracy 0.625, precision [1.0, 0.0, 0.6666666666666666, 0.2, 1.0, nan, nan, 1.0, nan], recall [0.5, nan, 0.6666666666666666, 0.5, 0.8, nan, 0.0, 1.0, 0.0]
2019-02-19T18:01:06.298625: step 1284, loss 0.797656, accuracy 0.625, precision [0.0, 1.0, nan, 0.25, 1.0, 0.0, nan, nan, nan], recall [0.0, 0.6666666666666666, nan, 0.3333333333333333, 1.0, nan, nan, 0.0, nan]
2019-02-19T18:01:06.450999: step 1285, loss 0.760456, accuracy 0.75, precision [1.0, 1.0, 1.0, 0.5, 1.0, nan, 0.5, 0.6666666666666666, nan], recall [1.0, 1.0, 0.75, 0.6666666666666666, 0.5, nan, 0.5, 1.0, nan]
2019-02-19T18:01:06.605917: step 1286, loss 0.815263, accuracy 0.6875, precision [0.5, 0.6666666666666666, 0.6666666666666666, 0.5, 1.0, nan, 0.0, 1.0, nan], recall [1.0, 1.0, 0.6666666666666666, 0.5, 0.8, nan, nan, 0.3333333333333333, nan]
2019-02-19T18:01:06.759239: step 1287, loss 1.44846, accuracy 0.625, precision [0.3333333333333333, 1.0, 1.0, 0.3333333333333333, 1.0, nan, 0.0, nan, nan], recall [1.0, 0.6666666666666666, 0.5, 1.0, 0.8333333333333334, nan, 0.0, 0.0, nan]
2019-02-19T18:01:06.918780: step 1288, loss 1.18695, accuracy 0.625, precision [0.3333333333333333, nan, 0.3333333333333333, 0.8333333333333334, 1.0, nan, 0.0, 1.0, nan], recall [1.0, 0.0, 0.5, 0.625, 1.0, nan, nan, 1.0, nan]
2019-02-19T18:01:07.069261: step 1289, loss 1.46076, accuracy 0.625, precision [1.0, 0.6666666666666666, 1.0, 0.8333333333333334, nan, nan, 0.5, 0.0, 0.0], recall [0.5, 0.6666666666666666, 1.0, 0.7142857142857143, 0.0, nan, 1.0, nan, nan]
2019-02-19T18:01:07.221801: step 1290, loss 1.5369, accuracy 0.75, precision [0.0, 1.0, 0.0, 0.875, 0.75, nan, nan, 1.0, nan], recall [nan, 0.5, nan, 0.875, 0.6, nan, nan, 1.0, nan]
2019-02-19T18:01:07.373526: step 1291, loss 0.934782, accuracy 0.6875, precision [nan, 0.6666666666666666, nan, 1.0, 1.0, 0.0, 0.0, 0.5, nan], recall [nan, 0.6666666666666666, nan, 0.5, 1.0, nan, nan, 1.0, nan]
2019-02-19T18:01:07.532119: step 1292, loss 0.546118, accuracy 0.8125, precision [1.0, 0.5, 1.0, 0.8333333333333334, 0.75, nan, 1.0, 1.0, nan], recall [0.5, 0.5, 1.0, 0.8333333333333334, 1.0, nan, 1.0, 1.0, nan]
2019-02-19T18:01:07.689048: step 1293, loss 0.949348, accuracy 0.6875, precision [1.0, 1.0, 0.5, 0.6666666666666666, nan, 0.0, 0.0, 1.0, nan], recall [1.0, 1.0, 0.5, 0.6666666666666666, 0.0, nan, nan, 0.5, nan]
2019-02-19T18:01:07.847737: step 1294, loss 0.983858, accuracy 0.625, precision [0.5, 0.75, 1.0, 0.8, 0.0, nan, nan, 0.5, 0.0], recall [1.0, 0.75, 0.3333333333333333, 0.6666666666666666, nan, nan, nan, 0.5, nan]
2019-02-19T18:01:08.006462: step 1295, loss 1.18136, accuracy 0.6875, precision [0.0, 0.0, 0.3333333333333333, 0.8333333333333334, 1.0, nan, nan, 1.0, nan], recall [nan, 0.0, 0.5, 0.8333333333333334, 1.0, nan, nan, 0.75, nan]
2019-02-19T18:01:08.165866: step 1296, loss 0.99697, accuracy 0.5625, precision [nan, 0.8333333333333334, 1.0, 0.0, 0.6666666666666666, 0.0, nan, 1.0, nan], recall [nan, 0.7142857142857143, 0.3333333333333333, 0.0, 0.6666666666666666, nan, nan, 1.0, nan]
2019-02-19T18:01:08.316980: step 1297, loss 1.57102, accuracy 0.5, precision [nan, 0.8, 0.0, 0.5, 0.5, nan, 0.0, 1.0, 0.0], recall [nan, 0.6666666666666666, 0.0, 0.3333333333333333, 1.0, nan, nan, 1.0, nan]
2019-02-19T18:01:08.473605: step 1298, loss 1.59067, accuracy 0.625, precision [0.5, 0.5, 0.5, 0.75, 1.0, nan, nan, 0.5, 0.0], recall [0.5, 1.0, 1.0, 0.75, 0.5, nan, 0.0, 1.0, nan]
2019-02-19T18:01:08.632343: step 1299, loss 1.22088, accuracy 0.6875, precision [0.6666666666666666, 1.0, 1.0, 0.6666666666666666, 0.5, 1.0, 0.0, 0.0, nan], recall [0.5, 1.0, 1.0, 0.5, 1.0, 1.0, nan, 0.0, nan]
2019-02-19T18:01:08.786484: step 1300, loss 1.20987, accuracy 0.75, precision [1.0, 0.0, 1.0, 1.0, 0.6666666666666666, 0.5, 0.0, 1.0, nan], recall [0.5, nan, 1.0, 0.7142857142857143, 1.0, 1.0, 0.0, 1.0, nan]
2019-02-19T18:01:08.943212: step 1301, loss 0.622395, accuracy 0.875, precision [1.0, 1.0, 1.0, 0.6, 1.0, 1.0, nan, 1.0, nan], recall [1.0, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, nan]
2019-02-19T18:01:09.097321: step 1302, loss 0.927576, accuracy 0.6875, precision [0.0, 0.75, 0.5, 0.6, 1.0, 1.0, nan, nan, nan], recall [0.0, 1.0, 1.0, 0.6, 0.75, 1.0, 0.0, nan, nan]
2019-02-19T18:01:09.251957: step 1303, loss 1.8178, accuracy 0.4375, precision [nan, 0.0, 0.4, 1.0, 0.0, 0.0, nan, 0.0, nan], recall [0.0, nan, 1.0, 0.5, 0.0, nan, 0.0, nan, nan]
2019-02-19T18:01:09.406271: step 1304, loss 1.28657, accuracy 0.5625, precision [nan, nan, nan, 0.7777777777777778, 0.5, 0.5, nan, 0.0, 0.0], recall [0.0, 0.0, 0.0, 0.7777777777777778, 1.0, 1.0, 0.0, nan, nan]
2019-02-19T18:01:09.561562: step 1305, loss 1.76265, accuracy 0.4375, precision [0.0, 0.5, 0.75, 0.4, 0.3333333333333333, nan, 0.0, nan, nan], recall [nan, 0.3333333333333333, 0.75, 0.4, 0.5, 0.0, 0.0, nan, nan]
2019-02-19T18:01:09.719616: step 1306, loss 1.71563, accuracy 0.5625, precision [0.0, 0.5, 1.0, 1.0, 0.6666666666666666, nan, nan, 0.0, nan], recall [nan, 0.5, 0.75, 0.25, 1.0, nan, 0.0, 0.0, nan]
2019-02-19T18:01:09.873457: step 1307, loss 1.15399, accuracy 0.5625, precision [0.0, 0.5, 1.0, 0.5, 0.0, 1.0, 0.5, 1.0, 0.0], recall [0.0, 1.0, 1.0, 0.4, nan, 1.0, 0.5, 0.3333333333333333, nan]
2019-02-19T18:01:10.034037: step 1308, loss 0.586337, accuracy 0.75, precision [nan, nan, 0.5, 0.875, 0.75, 0.0, nan, 1.0, nan], recall [nan, 0.0, 1.0, 0.7777777777777778, 1.0, nan, nan, 1.0, nan]
2019-02-19T18:01:10.192188: step 1309, loss 0.968499, accuracy 0.625, precision [0.5, 0.0, nan, 0.8, 1.0, nan, 1.0, 0.6, 0.0], recall [1.0, 0.0, nan, 0.5714285714285714, 0.5, nan, 1.0, 1.0, nan]
2019-02-19T18:01:10.348956: step 1310, loss 1.32801, accuracy 0.5625, precision [1.0, 0.75, nan, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0, 0.5, 0.0], recall [0.5, 1.0, 0.0, 0.4, 0.6666666666666666, nan, nan, 0.5, nan]
2019-02-19T18:01:10.503580: step 1311, loss 1.20325, accuracy 0.625, precision [nan, 0.0, nan, 0.8571428571428571, 0.5, 1.0, nan, 0.3333333333333333, nan], recall [0.0, nan, 0.0, 0.75, 0.6666666666666666, 1.0, nan, 1.0, nan]
2019-02-19T18:01:10.653093: step 1312, loss 1.90209, accuracy 0.4375, precision [0.0, 0.5, 1.0, 0.5, 1.0, 0.0, 0.0, 1.0, 0.0], recall [nan, 0.5, 0.25, 0.4, 1.0, nan, nan, 0.5, nan]
2019-02-19T18:01:10.803932: step 1313, loss 1.33114, accuracy 0.6875, precision [1.0, 1.0, nan, 0.75, 1.0, 0.0, 0.0, 1.0, nan], recall [1.0, 0.75, nan, 0.6, 1.0, nan, nan, 0.5, 0.0]
2019-02-19T18:01:10.957026: step 1314, loss 0.973067, accuracy 0.6875, precision [0.5, nan, 0.3333333333333333, 0.8333333333333334, 1.0, 0.0, nan, nan, 1.0], recall [0.5, nan, 0.5, 0.7142857142857143, 1.0, nan, nan, 0.0, 1.0]
2019-02-19T18:01:11.117978: step 1315, loss 1.14927, accuracy 0.75, precision [0.5, 1.0, 0.6666666666666666, 0.75, 1.0, nan, 1.0, 1.0, 0.0], recall [1.0, 1.0, 1.0, 0.75, 0.6666666666666666, 0.0, 1.0, 0.5, nan]
2019-02-19T18:01:11.275386: step 1316, loss 0.897594, accuracy 0.875, precision [1.0, 0.5, 1.0, 1.0, 1.0, 0.0, nan, 1.0, nan], recall [1.0, 1.0, 1.0, 0.6666666666666666, 1.0, nan, nan, 1.0, nan]
2019-02-19T18:01:11.433351: step 1317, loss 0.832935, accuracy 0.8125, precision [0.5, nan, nan, 0.8, 1.0, 0.5, 1.0, 1.0, nan], recall [1.0, 0.0, nan, 0.8, 0.8, 1.0, 1.0, 1.0, nan]
2019-02-19T18:01:11.590988: step 1318, loss 0.930339, accuracy 0.6875, precision [nan, 1.0, 0.25, 1.0, 0.8, nan, 1.0, nan, 0.0], recall [nan, 1.0, 1.0, 0.5, 1.0, nan, 0.5, 0.0, nan]
2019-02-19T18:01:11.745082: step 1319, loss 0.822393, accuracy 0.875, precision [nan, 1.0, 0.5, 1.0, 1.0, nan, nan, 0.6666666666666666, nan], recall [nan, 1.0, 1.0, 0.8333333333333334, 1.0, nan, nan, 0.6666666666666666, nan]
2019-02-19T18:01:11.902570: step 1320, loss 0.749934, accuracy 0.8125, precision [nan, 1.0, 1.0, 0.6666666666666666, 1.0, 0.5, nan, 1.0, 0.0], recall [nan, 1.0, 0.6666666666666666, 0.6666666666666666, 0.8, 1.0, nan, 1.0, nan]
2019-02-19T18:01:12.054938: step 1321, loss 1.45944, accuracy 0.4375, precision [0.0, 1.0, 0.5, 0.25, 1.0, 0.3333333333333333, 0.0, nan, nan], recall [nan, 0.3333333333333333, 0.6666666666666666, 0.25, 0.4, 1.0, nan, nan, nan]
2019-02-19T18:01:12.208477: step 1322, loss 0.850253, accuracy 0.625, precision [1.0, 0.75, 0.0, 1.0, 0.5, 1.0, nan, 0.3333333333333333, nan], recall [1.0, 1.0, 0.0, 0.6666666666666666, 0.5, 0.5, nan, 1.0, nan]
2019-02-19T18:01:12.360368: step 1323, loss 1.14795, accuracy 0.625, precision [0.0, 1.0, 0.5, 0.5, 1.0, 0.0, 0.0, 1.0, nan], recall [nan, 1.0, 0.3333333333333333, 0.4, 1.0, nan, nan, 0.6666666666666666, nan]
2019-02-19T18:01:12.512510: step 1324, loss 0.924101, accuracy 0.6875, precision [1.0, 0.3333333333333333, 0.6666666666666666, 1.0, 1.0, 1.0, nan, 0.0, nan], recall [1.0, 0.5, 1.0, 0.4, 1.0, 0.5, nan, nan, nan]
2019-02-19T18:01:12.665246: step 1325, loss 0.939748, accuracy 0.625, precision [1.0, 0.0, 1.0, 0.3333333333333333, 1.0, nan, nan, 0.5, nan], recall [1.0, nan, 0.5, 0.6666666666666666, 0.5714285714285714, nan, nan, 1.0, nan]
2019-02-19T18:01:12.819678: step 1326, loss 1.79816, accuracy 0.375, precision [nan, 0.3333333333333333, 0.25, 0.75, nan, 0.0, nan, 0.0, nan], recall [nan, 0.6666666666666666, 0.5, 0.3333333333333333, 0.0, 0.0, nan, nan, nan]
2019-02-19T18:01:12.979576: step 1327, loss 1.0189, accuracy 0.6875, precision [1.0, 0.0, 1.0, 0.75, 1.0, 0.0, nan, 1.0, nan], recall [1.0, nan, 1.0, 0.5, 1.0, 0.0, nan, 0.6666666666666666, nan]
2019-02-19T18:01:13.135925: step 1328, loss 0.894136, accuracy 0.6875, precision [1.0, nan, 1.0, 0.5714285714285714, 0.6666666666666666, nan, nan, 1.0, 0.0], recall [1.0, 0.0, 1.0, 0.8, 0.5, nan, nan, 1.0, 0.0]
2019-02-19T18:01:13.290606: step 1329, loss 1.49023, accuracy 0.625, precision [nan, 0.6666666666666666, nan, 0.75, 0.5, nan, 0.6666666666666666, 0.5, nan], recall [0.0, 0.5, nan, 0.75, 1.0, nan, 0.6666666666666666, 0.6666666666666666, nan]
2019-02-19T18:01:13.448792: step 1330, loss 1.16779, accuracy 0.625, precision [1.0, 0.0, 0.0, 1.0, 0.6666666666666666, 0.0, 1.0, 0.3333333333333333, 1.0], recall [1.0, nan, nan, 0.5714285714285714, 1.0, 0.0, 0.5, 1.0, 1.0]
2019-02-19T18:01:13.605489: step 1331, loss 1.58082, accuracy 0.3125, precision [1.0, 0.0, nan, 0.2857142857142857, 1.0, nan, 0.0, 0.0, 0.0], recall [1.0, 0.0, 0.0, 0.6666666666666666, 1.0, 0.0, nan, 0.0, 0.0]
2019-02-19T18:01:13.766683: step 1332, loss 1.21363, accuracy 0.625, precision [1.0, 0.3333333333333333, nan, 0.5, 1.0, 0.0, nan, nan, nan], recall [1.0, 1.0, 0.0, 0.75, 1.0, 0.0, nan, 0.0, nan]
2019-02-19T18:01:13.925678: step 1333, loss 1.24716, accuracy 0.6875, precision [0.3333333333333333, 0.75, 1.0, 0.5, 1.0, 0.0, nan, 1.0, nan], recall [0.3333333333333333, 1.0, 0.5, 0.5, 1.0, nan, nan, 0.5, nan]
2019-02-19T18:01:14.077092: step 1334, loss 0.904486, accuracy 0.75, precision [0.0, 1.0, 0.5, 0.8571428571428571, 1.0, 0.0, 1.0, 1.0, nan], recall [nan, 1.0, 0.5, 0.75, 1.0, nan, 0.5, 1.0, nan]
2019-02-19T18:01:14.233008: step 1335, loss 1.47273, accuracy 0.5, precision [0.0, 0.5, 0.0, 0.5, 1.0, nan, nan, 1.0, 0.0], recall [0.0, 0.6666666666666666, nan, 0.5, 0.6666666666666666, nan, nan, 0.4, nan]
2019-02-19T18:01:14.383769: step 1336, loss 1.01081, accuracy 0.6875, precision [nan, 0.5, 0.6666666666666666, 1.0, 1.0, 0.0, 1.0, 0.75, 0.0], recall [nan, 1.0, 0.6666666666666666, 0.5, 0.5, nan, 1.0, 1.0, nan]
2019-02-19T18:01:14.537098: step 1337, loss 0.946636, accuracy 0.75, precision [1.0, 0.5, nan, 1.0, 1.0, nan, 0.0, nan, 0.0], recall [1.0, 1.0, 0.0, 0.6666666666666666, 0.8333333333333334, nan, nan, nan, nan]
2019-02-19T18:01:14.690326: step 1338, loss 1.02228, accuracy 0.75, precision [1.0, 0.6666666666666666, 1.0, 0.6666666666666666, 1.0, nan, 1.0, 0.0, nan], recall [1.0, 0.6666666666666666, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, nan]
2019-02-19T18:01:14.845396: step 1339, loss 1.12848, accuracy 0.5625, precision [0.0, 0.5, 0.6666666666666666, 0.6, 1.0, 0.0, 0.0, nan, nan], recall [nan, 1.0, 0.6666666666666666, 0.6, 1.0, nan, 0.0, 0.0, 0.0]
2019-02-19T18:01:14.999844: step 1340, loss 1.12346, accuracy 0.5, precision [0.0, 0.75, 0.0, 0.42857142857142855, 1.0, nan, nan, 0.5, nan], recall [nan, 0.6, nan, 0.6, 0.3333333333333333, 0.0, nan, 0.5, nan]
2019-02-19T18:01:15.151962: step 1341, loss 1.0073, accuracy 0.625, precision [1.0, 0.5, 0.6666666666666666, 0.6, 1.0, nan, 0.0, 0.5, nan], recall [0.6666666666666666, 0.5, 0.6666666666666666, 0.75, 0.5, nan, nan, 0.5, nan]
2019-02-19T18:01:15.309459: step 1342, loss 0.529711, accuracy 0.875, precision [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, nan, 0.5, nan], recall [1.0, 0.6666666666666666, 1.0, 1.0, 1.0, nan, nan, 0.5, nan]
2019-02-19T18:01:15.467437: step 1343, loss 1.32616, accuracy 0.4375, precision [0.5, 0.0, 0.5, 1.0, 0.0, nan, nan, 0.0, 0.0], recall [1.0, 0.0, 0.75, 0.3, nan, nan, nan, nan, nan]
2019-02-19T18:01:15.623679: step 1344, loss 0.727197, accuracy 0.75, precision [1.0, 1.0, nan, 0.8333333333333334, 0.75, 0.0, nan, 1.0, nan], recall [1.0, 1.0, 0.0, 0.7142857142857143, 1.0, nan, nan, 1.0, 0.0]
2019-02-19T18:01:15.784528: step 1345, loss 1.45111, accuracy 0.5625, precision [0.5, 0.5, 0.3333333333333333, 0.0, 1.0, nan, 1.0, 0.0, 0.0], recall [0.3333333333333333, 0.5, 1.0, 0.0, 1.0, nan, 1.0, 0.0, nan]
2019-02-19T18:01:15.940460: step 1346, loss 1.0485, accuracy 0.5625, precision [nan, 0.8, 0.0, 0.6666666666666666, 0.5, nan, nan, 0.0, nan], recall [0.0, 0.8, nan, 0.6666666666666666, 0.5, 0.0, nan, nan, nan]
2019-02-19T18:01:16.102279: step 1347, loss 1.0231, accuracy 0.6875, precision [1.0, 0.3333333333333333, 0.0, 1.0, nan, 0.6666666666666666, nan, 1.0, nan], recall [1.0, 1.0, nan, 0.5, nan, 1.0, 0.0, 1.0, 0.0]
2019-02-19T18:01:16.259587: step 1348, loss 1.2105, accuracy 0.625, precision [0.5, 0.75, 1.0, 0.25, 1.0, nan, 1.0, 0.5, nan], recall [1.0, 0.6, 1.0, 0.3333333333333333, 1.0, nan, 1.0, 0.3333333333333333, nan]
2019-02-19T18:01:16.409794: step 1349, loss 1.05128, accuracy 0.75, precision [0.6666666666666666, nan, nan, 0.875, 1.0, 0.0, nan, 1.0, 0.0], recall [1.0, nan, 0.0, 0.7777777777777778, 0.5, nan, nan, 1.0, nan]
2019-02-19T18:01:16.563860: step 1350, loss 1.07996, accuracy 0.6875, precision [1.0, 0.5, 1.0, 0.6, 1.0, 0.0, nan, 0.6666666666666666, nan], recall [0.75, 1.0, 0.5, 0.5, 1.0, nan, nan, 1.0, nan]
2019-02-19T18:01:16.721267: step 1351, loss 0.784688, accuracy 0.6875, precision [0.6666666666666666, 1.0, 1.0, 0.6666666666666666, 1.0, nan, 0.0, 0.5, nan], recall [1.0, 0.8, 1.0, 0.4, 1.0, nan, nan, 0.5, nan]
2019-02-19T18:01:16.876013: step 1352, loss 0.918566, accuracy 0.5625, precision [0.0, 0.6666666666666666, 1.0, 0.5714285714285714, 0.5, 0.0, nan, 1.0, nan], recall [0.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 1.0, nan, nan, 0.5, nan]
2019-02-19T18:01:17.028920: step 1353, loss 0.717171, accuracy 0.8125, precision [0.5, 1.0, nan, 0.8, 0.75, nan, nan, 1.0, nan], recall [1.0, 1.0, nan, 0.6666666666666666, 1.0, nan, nan, 1.0, 0.0]
2019-02-19T18:01:17.185467: step 1354, loss 1.06118, accuracy 0.8125, precision [0.0, 1.0, nan, 1.0, 1.0, nan, 1.0, 1.0, nan], recall [nan, 0.6666666666666666, nan, 0.8333333333333334, 1.0, nan, 1.0, 1.0, nan]
2019-02-19T18:01:17.334634: step 1355, loss 0.876112, accuracy 0.75, precision [1.0, 0.3333333333333333, 0.0, 1.0, 1.0, nan, nan, 1.0, 0.0], recall [1.0, 1.0, nan, 0.42857142857142855, 1.0, nan, nan, 1.0, nan]
2019-02-19T18:01:17.490995: step 1356, loss 0.652945, accuracy 0.75, precision [0.5, 1.0, 0.0, 0.8, 1.0, nan, nan, 0.5, nan], recall [1.0, 1.0, 0.0, 0.6666666666666666, 0.8333333333333334, nan, nan, 1.0, nan]
2019-02-19T18:01:17.640418: step 1357, loss 1.24825, accuracy 0.5625, precision [nan, 0.5, nan, 0.8333333333333334, 0.6666666666666666, 0.0, nan, 0.25, nan], recall [nan, 0.5, 0.0, 0.625, 0.6666666666666666, nan, nan, 0.5, nan]
2019-02-19T18:01:17.793685: step 1358, loss 0.865501, accuracy 0.6875, precision [1.0, 1.0, 0.75, 0.75, 1.0, 0.0, nan, 0.5, nan], recall [1.0, 0.5, 1.0, 0.5, 1.0, nan, nan, 0.5, nan]
2019-02-19T18:01:17.949786: step 1359, loss 1.3194, accuracy 0.5625, precision [1.0, 0.3333333333333333, 0.5, 0.6, 0.6666666666666666, 0.5, nan, nan, nan], recall [0.3333333333333333, 0.5, 0.5, 0.6, 1.0, 1.0, nan, 0.0, nan]
2019-02-19T18:01:18.105872: step 1360, loss 1.28442, accuracy 0.5625, precision [1.0, 0.6, nan, 0.6666666666666666, 0.0, 1.0, nan, 0.0, 0.5], recall [0.3333333333333333, 0.6, 0.0, 0.5, nan, 1.0, nan, nan, 1.0]
2019-02-19T18:01:18.261898: step 1361, loss 0.557385, accuracy 0.8125, precision [nan, nan, nan, 0.7777777777777778, 1.0, nan, 1.0, 0.5, nan], recall [nan, 0.0, nan, 0.875, 1.0, nan, 1.0, 0.5, nan]
2019-02-19T18:01:18.419801: step 1362, loss 1.09656, accuracy 0.5, precision [0.0, 0.0, 0.0, 0.3333333333333333, 1.0, nan, nan, 1.0, nan], recall [nan, nan, 0.0, 0.25, 1.0, nan, nan, 0.6, nan]
2019-02-19T18:01:18.576703: step 1363, loss 1.03013, accuracy 0.75, precision [nan, 0.4, 1.0, 1.0, 1.0, nan, nan, nan, 0.0], recall [nan, 1.0, 1.0, 0.8, 0.8333333333333334, nan, 0.0, 0.0, nan]
2019-02-19T18:01:18.729870: step 1364, loss 1.10799, accuracy 0.5625, precision [0.5, 0.0, 0.5, 0.6, 1.0, 1.0, nan, nan, nan], recall [0.5, 0.0, 0.5, 0.6, 1.0, 1.0, nan, 0.0, nan]
2019-02-19T18:01:18.881987: step 1365, loss 0.945296, accuracy 0.75, precision [1.0, nan, 1.0, 1.0, 1.0, nan, nan, 0.25, 0.0], recall [0.5, nan, 1.0, 0.5, 1.0, nan, nan, 1.0, 0.0]
2019-02-19T18:01:19.036145: step 1366, loss 1.49646, accuracy 0.5625, precision [1.0, 0.5, 0.0, 0.6666666666666666, nan, nan, 0.0, 0.0, nan], recall [1.0, 0.25, nan, 0.75, 0.0, nan, nan, nan, nan]
2019-02-19T18:01:19.195994: step 1367, loss 1.23613, accuracy 0.5, precision [0.0, 0.0, 1.0, 0.8, 1.0, 0.0, nan, 1.0, nan], recall [nan, 0.0, 1.0, 0.5, 0.6666666666666666, nan, nan, 0.3333333333333333, nan]
2019-02-19T18:01:19.350261: step 1368, loss 1.03038, accuracy 0.6875, precision [1.0, 1.0, nan, 0.6, 1.0, nan, nan, 1.0, 0.0], recall [0.3333333333333333, 1.0, nan, 1.0, 0.5, nan, nan, 0.5, nan]
2019-02-19T18:01:19.504109: step 1369, loss 1.07147, accuracy 0.625, precision [nan, 0.5, nan, 0.6666666666666666, 1.0, 0.25, 1.0, 0.5, nan], recall [0.0, 0.5, 0.0, 0.4, 1.0, 1.0, 1.0, 1.0, nan]
2019-02-19T18:01:19.664123: step 1370, loss 1.47712, accuracy 0.625, precision [0.0, 0.6666666666666666, nan, 0.6666666666666666, 0.8, nan, nan, nan, nan], recall [nan, 0.4, nan, 0.8, 1.0, nan, nan, 0.0, 0.0]
2019-02-19T18:01:19.820741: step 1371, loss 1.39902, accuracy 0.625, precision [0.0, 0.5, 1.0, 1.0, 1.0, 0.0, 0.0, nan, 0.0], recall [nan, 0.6666666666666666, 1.0, 0.5714285714285714, 0.75, nan, nan, 0.0, nan]
2019-02-19T18:01:19.972935: step 1372, loss 1.45501, accuracy 0.5625, precision [0.0, 1.0, 1.0, 0.6666666666666666, 0.5, 0.0, nan, 1.0, nan], recall [nan, 0.6666666666666666, 1.0, 0.5714285714285714, 0.5, nan, nan, 0.3333333333333333, nan]
2019-02-19T18:01:20.122941: step 1373, loss 1.00501, accuracy 0.6875, precision [0.0, 0.0, 1.0, 1.0, 1.0, nan, 0.0, 0.0, nan], recall [0.0, nan, 0.5, 0.75, 1.0, nan, nan, nan, nan]
2019-02-19T18:01:20.277003: step 1374, loss 1.73952, accuracy 0.5625, precision [0.0, 1.0, 0.0, 0.8333333333333334, 0.5, nan, 0.0, 0.3333333333333333, nan], recall [0.0, 1.0, 0.0, 0.7142857142857143, 0.5, 0.0, nan, 1.0, nan]
